danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist,album,id,artist_uri,genres,lyrics,popularity,release_date,lyrics_filtered,genres_encoded
0.592,0.927,7,-5.278,1,0.0439,0.0138,0.0,0.663,0.678,135.997,audio_features,spotify:track:00Gbi2ytn6ZmA1ObVcPT93,https://api.spotify.com/v1/tracks/00Gbi2ytn6ZmA1ObVcPT93,https://api.spotify.com/v1/audio-analysis/00Gbi2ytn6ZmA1ObVcPT93,182947,4,Pixie's Parasol,Smith & Thell,Pixie's Parasol,00Gbi2ytn6ZmA1ObVcPT93,spotify:artist:1ZrBGJWLL8NiAjgNifCy90,['swedish pop'],"[""[Verse 1]\nWe blew all the candles out\nAnd applause flew through the room\nAnd all you see is rosy skies\nBut we see black balloons\nHere's to the broken\nAnd to the lonely\nThe ugly china dolls\nWhen nothing seems to reach us here\nUnder our blue parasol\n\n[Pre-Chorus]\nSo tell me are you blue like me\nTell me are you blue like, blue like me\n'Cause I could use some company\nOr just anybody really\n\n[Chorus]\nShout if you're living under pixiе's parasol\nAnd all that gets you off is sex, drugs, alcohol\nAnd all you wanna do is shoot up through the air\nBut nothing еver really seems to get you there\nShout if you're living under pixie's parasol\nAnd all that gets you off is sex, drugs, alcohol\nAnd all you wanna do is shoot up through the air\nBut nothing ever really seems to get you there\n\n[Verse 2]\nYou live on the sunny side\nWhere it sparkles on the sea\nAnd we live by the raging cliffs\nOn the dark side of the beach\nHere's to the hopeless\nTo all the misfits\nTo all disharmony\nTo all the lonely in a crowd\nTo the invisible on the streets\n\n[Pre-Chorus]\nTell me are you blue like me\nTell me are you blue like, blue like me\n'Cause I could use some company\nOr just anybody really\n\n[Chorus]\nShout if you're living under pixie's parasol\nAnd all that gets you off is sex, drugs, alcohol\nAnd all you wanna do is shoot up through the air\nBut nothing ever really seems to get you there\nShout if you're living under pixie's parasol\nAnd all that gets you off is sex, drugs, alcohol\nAnd all you wanna do is shoot up through the air\nBut nothing ever really seems to get you there\n\n[Outro]\nShout if you're living under\nThis is for\nFor all of our pixies\nThis is for\nFor all of our pixies\nThis is for\nFor all of our pixies\nThis is for, this is for, this is for\nFor all of our pixies""]",54.0,2021-10-22,blew candles applause flew room see rosy skies see black balloons here's broken lonely ugly china dolls nothing seems reach us blue parasol tell blue like tell blue like blue like 'cause could use company anybody really shout living pixiе's parasol gets sex drugs alcohol wanna shoot air nothing еver really seems get shout living pixie's parasol gets sex drugs alcohol wanna shoot air nothing ever really seems get live sunny side sparkles sea live raging cliffs dark side beach here's hopeless misfits disharmony lonely crowd invisible streets tell blue like tell blue like blue like 'cause could use company anybody really shout living pixie's parasol gets sex drugs alcohol wanna shoot air nothing ever really seems get shout living pixie's parasol gets sex drugs alcohol wanna shoot air nothing ever really seems get shout living pixies pixies pixies pixies,[1699]
0.578,0.719,7,-6.697,0,0.0312,0.0283,0.0,0.149,0.483,110.005,audio_features,spotify:track:6fEtxRskOuPleXkm8ETYHE,https://api.spotify.com/v1/tracks/6fEtxRskOuPleXkm8ETYHE,https://api.spotify.com/v1/audio-analysis/6fEtxRskOuPleXkm8ETYHE,252000,4,Quicksand,Hatchie,Quicksand,6fEtxRskOuPleXkm8ETYHE,spotify:artist:3d7MqowTZa2bC5iy1JXLLt,"['brisbane indie', 'electropop', 'indie pop']","[""[Verse 1]\nI feel myself take it for granted\nI know I should be happy here\nEverything that I wished would happen\nIs staring back at me crystal clear\n\n[Pre-Chorus 1]\nThat's when the pattern takes control\nPlaying the game over and over\nLetting me know it's never gonna let me go\nI know\n\n[Chorus]\nIf I had everything I wanted would I want more?\nWould I keep fighting if there's nothing left to fight for?\nSometimes I feel like I'm just sinking into quicksand, quicksand\nI used to think that this was something I could die for\nI hate admitting to myself that I was never surе\nSometimes I feel like I'm just sinking into quicksand, quicksand\n\n[Verse 2]\nOnе thing I never thought I'd be\nChasing my tail just for the feeling\nLying in bed, stare at the ceiling\nAnd farewell the light, the dark is stealing\n\n[Pre-Chorus 2]\nIt's all I know and I'm taking it back, taking it back\nIt's all I know and I'm taking it back, taking it back\n\n[Chorus]\nIf I had everything I wanted would I want more?\nWould I keep fighting if there's nothing left to fight for?\nSometimes I feel like I'm just sinking into quicksand, quicksand\nI used to think that this was something I could die for\nI hate admitting to myself that I was never sure\nSometimes I feel like I'm just sinking into quicksand, quicksand\n\n[Bridge]\nI'm waiting, anticipating, breath bated\nThinking about everything I never did\nI'm trying but what's the use in trying\nWhen all I'm left with is disillusionment\n\n[Pre-Chorus 2]\nIt's all I know and I'm taking it back, taking it back\nIt's all I know and I'm taking it back, taking it back\n\n[Chorus]\nIf I had everything I wanted would I want more?\nWould I keep fighting if there's nothing left to fight for?\nSometimes I feel like I'm just sinking into quicksand, quicksand\nI used to think that this was something I could die for\nI hate admitting to myself that I was never sure\nSometimes I feel like I'm just sinking into quicksand, quicksand""]",51.0,2022-01-19,feel take granted know happy everything wished would happen staring back crystal clear [pre-chorus 1] that's pattern takes control playing game letting know never gonna let go know everything wanted would want more? would keep fighting there's nothing left fight for? sometimes feel like i'm sinking quicksand quicksand used think something could die hate admitting never surе sometimes feel like i'm sinking quicksand quicksand onе thing never thought i'd chasing tail feeling lying bed stare ceiling farewell light dark stealing [pre-chorus 2] know i'm taking back taking back know i'm taking back taking back everything wanted would want more? would keep fighting there's nothing left fight for? sometimes feel like i'm sinking quicksand quicksand used think something could die hate admitting never sure sometimes feel like i'm sinking quicksand quicksand i'm waiting anticipating breath bated thinking everything never i'm trying what's use trying i'm left disillusionment [pre-chorus 2] know i'm taking back taking back know i'm taking back taking back everything wanted would want more? would keep fighting there's nothing left fight for? sometimes feel like i'm sinking quicksand quicksand used think something could die hate admitting never sure sometimes feel like i'm sinking quicksand quicksand,"[1943, 1090, 5276]"
0.785,0.486,0,-7.545,1,0.0335,0.104,6.92e-05,0.0808,0.368,112.004,audio_features,spotify:track:6fBN1a9LcsB3QohnijExpz,https://api.spotify.com/v1/tracks/6fBN1a9LcsB3QohnijExpz,https://api.spotify.com/v1/audio-analysis/6fBN1a9LcsB3QohnijExpz,196333,4,Hurt Like That,Katelyn Tarver,Hurt Like That,6fBN1a9LcsB3QohnijExpz,spotify:artist:6i8Tae6takoQos2JZ4vdRn,"['alt z', 'indie electropop', 'post-teen pop', 'viral pop']","[""[Verse 1]\nI see it now\nSee it so clearly\nYou made it look easy\nTo just walk out\nLike it was nothing\nHow could I have known when\n\n[Pre-Chorus]\nYou said you were in love\nI hate that I believed you\nNow I see what it was\nYou just wanted someone to\nMake you feel like someone new\n\n[Chorus]\nI was blinded\nLosing you was violence\nYou just said goodbye\nI couldn't even fight it\nBroke my heart I thought I'd never get it back\nI want you to hurt like that\n\n[Verse 2]\nWhen you see my face\nDo you even miss me?\nDo you feel guilty?\nAnd lie awake\nCause you can't live without me\nAt least that's what you told me\n\n[Pre-Chorus]\nYou said you were in love\nI hate that I believed you\nNow I see what it was\nYou just wanted someone to\nMake you feel like someone new\n\n[Chorus]\nI was blinded\nLosing you was violence\nYou just said goodbye\nI couldn't even fight it\nBroke my heart I thought I'd never get it back\nI want you to hurt like that\nI want you to hurt like that\nI want you to hurt like that\n\n[Bridge]\nI guess I want it to hurt you\nCause if it don't did it matter at all\nYeah if this love doesn't hurt you\nThen did our love even matter?\n\n[Chorus]\nI was blinded\nLosing you was violence\nYou just said goodbye\nI couldn't even fight it\nBroke my heart I thought I'd never get it back\nI want you to hurt like that\nI want you to hurt like that\nI want you to hurt like that""]",52.0,2021-10-21,see see clearly made look easy walk like nothing could known said love hate believed see wanted someone make feel like someone new blinded losing violence said goodbye even fight broke heart thought i'd never get back want hurt like see face even miss me? feel guilty? lie awake cause can't live without least that's told said love hate believed see wanted someone make feel like someone new blinded losing violence said goodbye even fight broke heart thought i'd never get back want hurt like want hurt like want hurt like guess want hurt cause matter yeah love hurt love even matter? blinded losing violence said goodbye even fight broke heart thought i'd never get back want hurt like want hurt like want hurt like,"[174, 1742, 1824, 4066]"
0.795,0.576,6,-4.971,1,0.0289,0.0787,1.01e-05,0.121,0.847,111.975,audio_features,spotify:track:5B6Kjha6RRIMWGN7zGsAaT,https://api.spotify.com/v1/tracks/5B6Kjha6RRIMWGN7zGsAaT,https://api.spotify.com/v1/audio-analysis/5B6Kjha6RRIMWGN7zGsAaT,183861,4,So Hot You're Hurting My Feelings,Caroline Polachek,Pang,5B6Kjha6RRIMWGN7zGsAaT,spotify:artist:4Ge8xMJNwt6EEXOzVXju9a,"['art pop', 'dance pop', 'electropop', 'escape room', 'indie pop', 'indietronica', 'pop']","[""[Intro]\nAh, ah, ah\nAh, ah, ah\nAh, ah, ah\nAh, ah, ah\n\n[Verse 1]\nNot like I'm counting the days (Ah, ah, ah)\nBut it's been twenty-five (Ah, ah, ah)\nYou're out there killing the game (Ah, ah, ah)\nBut damn, I miss you tonight (Ah, ah, mmm)\n\n[Pre-Chorus]\nAnd I'm out at a party, they're playing our song\nI cry on the dance floor, it's so embarrassing\nDon't send me photos, you're making it worse\n'Cause you're so hot it's hurting my feelings\n\n[Chorus]\nI get a little lonely\nGet a little more close to me\nYou're the only one who knows me, babe\nSo hot you're hurting my feelings (Woo)\nCan't deal\n\n[Verse 2]\nWith all the X-rated dreamin' (Ah, ah, ah)\nBack on the coast-to-coast life (Ah, ah, ah)\nYou know I live for the hustle (Ah, ah, ah)\nBut damn, I miss you tonight (Ah, ah, mmm)\n\n[Pre-Chorus]\nAnd I'm out at a party, they're playing our song\nI cry on the dance floor, it's so embarrassing\nDon't send me photos, you're making it worse\n'Cause you're so hot it's hurting my feelings\n\n[Chorus]\nI get a little lonely\nGet a little more close to me\nYou're the only one who knows me, babe\nSo hot you're hurting my feelings (Woo)\nCan't deal\n\n[Bridge]\nShow me the banana (Na-na-na-na-na)\nShow me the banana (Na-na-na)\nShow me the banana (Na-na-na-na-na)\nShow me the banana (Na-na-na-na)\n\n[Pre-Chorus]\nAnd I'm out at a party, they're playing our song\nI cry on the dance floor, it's so embarrassing\nDon't send me photos, you're making it worse\n'Cause you're so hot it's hurting my feelings\n\n[Chorus]\nI get a little lonely\nGet a little more close to me\nYou're the only one who knows me, babe (Only one who knows me, babe)\nSo hot you're hurting my feelings (Woo)\nCan't deal\nSo hot you're hurting my feelings (Woo)\nCan't deal (Woo)\nSo hot you're hurting my feelings (Woo)\nCan't deal (Woo)\nSo hot you're hurting my feelings (Woo)\nCan't deal""]",75.0,2019-10-18,ah ah ah ah ah ah ah ah ah ah ah ah like i'm counting days ah ah ah twenty-five ah ah ah killing game ah ah ah damn miss tonight ah ah mmm i'm party they're playing song cry dance floor embarrassing send photos making worse 'cause hot hurting feelings get little lonely get little close one knows babe hot hurting feelings woo can't deal x-rated dreamin' ah ah ah back coast-to-coast life ah ah ah know live hustle ah ah ah damn miss tonight ah ah mmm i'm party they're playing song cry dance floor embarrassing send photos making worse 'cause hot hurting feelings get little lonely get little close one knows babe hot hurting feelings woo can't deal show banana na-na-na-na-na show banana na-na-na show banana na-na-na-na-na show banana na-na-na-na i'm party they're playing song cry dance floor embarrassing send photos making worse 'cause hot hurting feelings get little lonely get little close one knows babe one knows babe hot hurting feelings woo can't deal hot hurting feelings woo can't deal woo hot hurting feelings woo can't deal woo hot hurting feelings woo can't deal,"[4449, 1326, 1090, 2503, 5276, 4284, 5518]"
0.439,0.61,9,-7.236,1,0.116,0.593,1.07e-05,0.341,0.172,181.088,audio_features,spotify:track:61KpQadow081I2AsbeLcsb,https://api.spotify.com/v1/tracks/61KpQadow081I2AsbeLcsb,https://api.spotify.com/v1/audio-analysis/61KpQadow081I2AsbeLcsb,215508,4,deja vu,Olivia Rodrigo,deja vu,61KpQadow081I2AsbeLcsb,spotify:artist:1McMsnEElThX1knmY4oliG,['pop'],"['[Verse 1]\nCar rides to Malibu\nStrawberry ice cream, one spoon for two\nAnd tradin\' jackets\nLaughin’ \'bout how small it looks on you\n(Ha-ha-ha-ha, ha-ha-ha-ha-ha, ha-ha-ha-ha)\nWatching reruns of Glee\nBein\' annoying, singin’ in harmony\nI bet she\'s braggin\' to all her friends, sayin\' you\'re so unique, hmm\n\n[Chorus]\nSo when you gonna tell her that we did that, too?\nShe thinks it\'s special, but it\'s all reused\nThat was our place, I found it first\nI made the jokes you tell to her when she\'s with you\nDo you get déjà vu when she’s with you?\nDo you get déjà vu? (Ah) Hmm\nDo you get déjà vu, huh?\n\n[Verse 2]\nDo you call her, almost say my name?\n’Cause let\'s be honest, we kinda do sound the same\nAnother actress\nI hate to think that I was just your type\nAnd I bet that she knows Billy Joel\n’Cause you played her ""Uptown Girl""\nYou\'re singin\' it together\nNow I bet you even tell her how you love her\nIn between the chorus and the verse (Ooh; I love you)\n\n[Chorus]\nSo when you gonna tell her that we did that, too?\nShe thinks it\'s special, but it’s all reused\nThat was the show we talked about\nPlayed you the songs she\'s singing now when she\'s with you\nDo you get déjà vu when she\'s with you?\nDo you get déjà vu? (Oh-oh)\nDo you get déjà vu?\n\n[Bridge]\nStrawberry ice cream in Malibu\nDon\'t act like we didn\'t do that shit, too\nYou\'re tradin\' jackets like we used to do\n(Yeah, everything is all reused)\nPlay her piano, but she doesn\'t know (Oh, oh)\nThat I was the one who taught you Billy Joel (Oh)\nA different girl now, but there\'s nothing new\n\n[Outro]\nI know you get déjà vu\nI know you get déjà vu\nI know you get déjà vu']",28.0,2021-04-01,"car rides malibu strawberry ice cream one spoon two tradin' jackets laughin’ 'bout small looks ha-ha-ha-ha ha-ha-ha-ha-ha ha-ha-ha-ha watching reruns glee bein' annoying singin’ harmony bet braggin' friends sayin' unique hmm gonna tell too? thinks special reused place found first made jokes tell get déjà vu she’s you? get déjà vu? ah hmm get déjà vu huh? call almost say name? ’cause let's honest kinda sound another actress hate think type bet knows billy joel ’cause played ""uptown girl"" singin' together bet even tell love chorus verse ooh; love gonna tell too? thinks special it’s reused show talked played songs singing get déjà vu you? get déjà vu? oh-oh get déjà vu? strawberry ice cream malibu act like shit tradin' jackets like used yeah everything reused play piano know oh oh one taught billy joel oh different girl there's nothing new know get déjà vu know get déjà vu know get déjà vu",[5518]
0.584,0.591,0,-8.361,1,0.032,0.193,0.0,0.169,0.45,123.008,audio_features,spotify:track:6oxdwqmjK5caz4fDMVRBoW,https://api.spotify.com/v1/tracks/6oxdwqmjK5caz4fDMVRBoW,https://api.spotify.com/v1/audio-analysis/6oxdwqmjK5caz4fDMVRBoW,250736,4,Moves,Bright Light Bright Light,Make Me Believe In Hope (Deluxe Edition),6oxdwqmjK5caz4fDMVRBoW,spotify:artist:25bvQC4jyyFUce6jbzNlwb,"['electropop', 'metropopolis', 'welsh rock']","['Now when you’re face to face with someone what do you see?\nWhen you look at their reflection isn’t it me?\nCos I can see you in me and me in you\nAnd no matter what the distance it comes through\n\nIn a laugh, in a shadow, in a dream, when we move\nNo matter what the distance it comes through\n\nWe can move apart I guess and I can move along I guess and I\nCan do my best I guess, but then what’s the use?\nWhen it’s all I knew, moving on’s the hardest thing to do\n\nNow when I’m face to face with someone what do I feel?\nWhen you’ve opened up to someone how do you heal?\nWhen there’s nothing left in me to get me through\nWhen all I feel is distance, what do I do?\n\nWith a laugh comes a shadow, with a dream comes a move\nOf all the things I hide inside me right back into view\n\nWe can move apart I guess and I can move along I guess and I\nCan do my best I guess, but then what’s the use?\nWhen it’s all I knew, moving on’s the hardest thing to do\n\nWe can move apart I guess and I can move along I guess and I\nCan do my best I guess, but then what’s the use?\n\nWe can move apart I guess and I can move along I guess and I\nCan do my best I guess, but then what’s the use?\nWhen it’s all I knew, moving on’s the hardest thing to do']",1.0,2019-01-18,you’re face face someone see? look reflection isn’t me? cos see matter distance comes laugh shadow dream move matter distance comes move apart guess move along guess best guess what’s use? it’s knew moving on’s hardest thing i’m face face someone feel? you’ve opened someone heal? there’s nothing left get feel distance do? laugh comes shadow dream comes move things hide inside right back view move apart guess move along guess best guess what’s use? it’s knew moving on’s hardest thing move apart guess move along guess best guess what’s use? move apart guess move along guess best guess what’s use? it’s knew moving on’s hardest thing,"[1090, 1227, 3886]"
0.7,0.88,9,-4.692,1,0.0389,0.29,0.00186,0.209,0.872,105.65,audio_features,spotify:track:3R47KOuGuGvmoeQqbODPa3,https://api.spotify.com/v1/tracks/3R47KOuGuGvmoeQqbODPa3,https://api.spotify.com/v1/audio-analysis/3R47KOuGuGvmoeQqbODPa3,309320,4,If It Wasn't For The Nights,ABBA,Voulez-Vous,3R47KOuGuGvmoeQqbODPa3,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,"['europop', 'swedish pop']","[""[Verse 1]\nI got appointments, work I have to do\nKeeping me so busy all the day through\nThey're the things that keep me from thinking of you\nOh, baby, I miss you so, I know I'm never gonna make it\nOh, I'm so restless, I don't care what I say\nAnd I lose my temper ten times a day\nStill it's even worse when the night's on its way\nIt's bad, oh, so bad\n\n[Chorus]\nSomehow I'd be doing alright if it wasn't for the nights\n(If it wasn't for the nights I think that I could make it)\nI'd have courage left to fight if it wasn't for the nights\n(If it wasn't for the nights I think that I could take it)\nHow I fear the time when shadows start to fall\nSitting here alone and staring at the wall\nEven I could see a light if it wasn't for the nights\n(Even I could see a light I think that I could make it)\nSomehow I'd be doing alright if it wasn't for the nights\n(If it wasn't for the nights I think that I could take it)\n\n[Interlude]\n\n[Verse 2]\nNo one to turn to, you know how it is\nI was not prepared for something like this\nNow I see them clearly, the things that I miss\nOh, baby, I feel so bad, I know I'm never gonna make it\nI got my business to help me through the day\nPeople I must write to, bills I must pay\nBut everything's so different when night's on its way\nIt's bad, oh, so bad\n\n[Chorus]\nSomehow I'd be doing alright if it wasn't for the nights\n(If it wasn't for the nights I think that I could make it)\nI'd have courage left to fight if it wasn't for the nights\n(If it wasn't for the nights I think that I could take it)\nHow I fear the time when shadows start to fall\nSitting here alone and staring at the wall\nEven I could see a light if it wasn't for the nights\n(Even I could see a light I think that I could make it)\nGuess my future would look bright if it wasn't for the nights\n(If it wasn't for the nights I think that I could make it)\nIf it wasn't for the nights\n(If it wasn't for the nights I think that I could take it)\nIf it wasn't for the nights\n(If it wasn't for the nights I think that I could make it)\n\n[Chorus]\nEven I could see a light if it wasn't for the nights\n(Even I could see a light I think that I could make it)\nGuess my future would look bright if it wasn't for the nights\n(If it wasn't for the nights I think that I could take it)\n\n[Chorus]\nIf it wasn't for the nights\n(If it wasn't for the nights I think that I could make it)\nIf it wasn't for the nights\n(If it wasn't for the nights I think that I could take it)\nEven I could see a light if it wasn't for the nights\n(Even I could see a light I think that I could make it)\nGuess my future would look bright if it wasn't for the nights""]",63.0,1979,got appointments work keeping busy day they're things keep thinking oh baby miss know i'm never gonna make oh i'm restless care say lose temper ten times day still even worse night's way bad oh bad somehow i'd alright nights nights think could make i'd courage left fight nights nights think could take fear time shadows start fall sitting alone staring wall even could see light nights even could see light think could make somehow i'd alright nights nights think could take one turn know prepared something like see clearly things miss oh baby feel bad know i'm never gonna make got business help day people must write bills must pay everything's different night's way bad oh bad somehow i'd alright nights nights think could make i'd courage left fight nights nights think could take fear time shadows start fall sitting alone staring wall even could see light nights even could see light think could make guess future would look bright nights nights think could make nights nights think could take nights nights think could make even could see light nights even could see light think could make guess future would look bright nights nights think could take nights nights think could make nights nights think could take even could see light nights even could see light think could make guess future would look bright nights,"[5178, 1699]"
0.502,0.648,7,-6.681,1,0.264,0.126,3.36e-06,0.248,0.45,209.612,audio_features,spotify:track:6LfzViiIqsweZi9V8A2BvG,https://api.spotify.com/v1/tracks/6LfzViiIqsweZi9V8A2BvG,https://api.spotify.com/v1/audio-analysis/6LfzViiIqsweZi9V8A2BvG,168159,4,Paranoia,HAVEN,Paranoia,6LfzViiIqsweZi9V8A2BvG,spotify:artist:6xd3ACm5Dgf2Znj8abDUrd,"['alt z', 'social media pop']",[''],50.0,2021-10-29,Error: No lyrics found,"[174, 5504]"
0.618,0.692,8,-6.257,1,0.0804,0.175,0.00031,0.0715,0.714,167.967,audio_features,spotify:track:43zOaM9seVvQuWIdDf88yV,https://api.spotify.com/v1/tracks/43zOaM9seVvQuWIdDf88yV,https://api.spotify.com/v1/audio-analysis/43zOaM9seVvQuWIdDf88yV,196760,4,tears in the club (feat. the weeknd),FKA twigs,tears in the club (feat. the weeknd),43zOaM9seVvQuWIdDf88yV,spotify:artist:6nB0iY1cjSY1KyhYyuIIKH,"['afrofuturism', 'art pop', 'dance pop', 'escape room', 'experimental r&b', 'pop', 'trip hop']","[""[Intro: FKA twigs &amp; The Weeknd]\nTears in the club\n'Cause your love's got me fucked up\nTears in the club (Tears in the club)\n\n[Verse 1: FKA twigs]\nI wanna get you out of\nMy hips, my thighs, my hair, my eyes, my late-night cries\nI wanna take my clothes off, wanna touch\nMy hips, my thighs, my hair, not yours, all mine, yeah\nWanna dance you out of my, gotta dance you out of\nMy hips, my thighs, my wrongs, my rights, yeah\nListen to the rhythm and make no compromise\n'Cause you hurt me\n\n[Pre-Chorus: FKA twigs]\nI don't wanna believe that I belong to you\nI move myself in ways that you could never do\nI want you more, I want you more, I, I\n\n[Chorus: FKA twigs &amp; The Weeknd]\nTears in the club (Tears in the club)\n'Causе your love's got me fucked up\nTеars in the club (Tears in the club)\nI'ma drown in the beat now\nTears in the club (Tears in the club)\n'Cause your love's got me fucked up\nTears in the club (Tears in the club)\nI'ma drown in the beat now\n\n[Post-Chorus: FKA twigs]\n(Tears in the, tears in the club)\nAyy, I love and want your body\nI'll never leave you now\n(Tears in the, tears in the club)\nAyy-ayy, I love and want your body\nI'll never leave you now (I might die on the beat, love)\n\n[Verse 2: The Weeknd]\nWhen my song come on\nGive you chills, get you cryin' in the club, babe\nSo many tears 'cause you try to fight the love, babe\nYou move your body to the synths and the drums, babe\nYou move your body 'til the rise of the sun\nJust go with the motions, baby\nGirl, you should go with the motions\nOh, unload your emotions, baby\nYou've been suppressin' emotions\nOh, there's no, no escapin' me, yeah\nLet it out like therapy\nThere's no, no escapin' me\nWith your girls at the club, on the road, on the radio\n\n[Chorus: FKA twigs &amp; The Weeknd]\nTears in the club (Tears in the club)\n'Cause your love's got me fucked up\nTears in the club (Tears in the club)\nI'ma drown in the beat now (Oh)\nTears in the club (Tears in the club)\n'Cause your love's got me fucked up (Hey)\nTears in the club, I, I (Tears in the club)\n\n[Post-Chorus: FKA twigs]\n(Tears in the, tears in the club)\nAyy, I love and want your body\nI'll never leave you now (I'll never let you down)\nI can never leave you now, baby\n(Tears in the, tears in the club)\nAyy-ayy, I love and want your body\nI'll never leave you now (I'll never let you down)\nBut I couldn't let you go\n\n[Bridge: FKA twigs]\nI wanna get you out of\nMy hips, my thighs, my hair, my eyes, tonight's the night\nI told the universe I'm gonna fuck your lies then cut all ties\nAnd you're high as a satellite (Higher)\nI want you more, I want you more\nI think about us together (Yeah)\n\n[Chorus: FKA twigs, The Weeknd &amp; Both]\nTears in the club\n'Cause your love's got me fucked up (Oh)\nTears in the club, yeah\nI'ma drown in the beat now\nTears in the, tears in the club (Tears in the club)\nTear-tears in the club\n'Cause your love's got me fucked up\nTears in the club (Tears in the club)""]",53.0,2021-12-17,tears club 'cause love's got fucked tears club tears club wanna get hips thighs hair eyes late-night cries wanna take clothes wanna touch hips thighs hair mine yeah wanna dance gotta dance hips thighs wrongs rights yeah listen rhythm make compromise 'cause hurt wanna believe belong move ways could never want want tears club tears club 'causе love's got fucked tеars club tears club i'ma drown beat tears club tears club 'cause love's got fucked tears club tears club i'ma drown beat tears tears club ayy love want body i'll never leave tears tears club ayy-ayy love want body i'll never leave might die beat love song come give chills get cryin' club babe many tears 'cause try fight love babe move body synths drums babe move body 'til rise sun go motions baby girl go motions oh unload emotions baby suppressin' emotions oh there's escapin' yeah let like therapy there's escapin' girls club road radio tears club tears club 'cause love's got fucked tears club tears club i'ma drown beat oh tears club tears club 'cause love's got fucked hey tears club tears club tears tears club ayy love want body i'll never leave i'll never let never leave baby tears tears club ayy-ayy love want body i'll never leave i'll never let let go wanna get hips thighs hair eyes tonight's night told universe i'm gonna fuck lies cut ties high satellite higher want want think us together yeah tears club 'cause love's got fucked oh tears club yeah i'ma drown beat tears tears club tears club tear-tears club 'cause love's got fucked tears club tears club,"[726, 4449, 1326, 2503, 4698, 5518, 2207]"
0.705,0.566,2,-6.146,0,0.0236,0.00329,0.525,0.14,0.642,102.949,audio_features,spotify:track:3mL3jFNJ2irVn02EdkYBu2,https://api.spotify.com/v1/tracks/3mL3jFNJ2irVn02EdkYBu2,https://api.spotify.com/v1/audio-analysis/3mL3jFNJ2irVn02EdkYBu2,202160,4,Nicer,Katelyn Tarver,Nicer,3mL3jFNJ2irVn02EdkYBu2,spotify:artist:6i8Tae6takoQos2JZ4vdRn,"['alt z', 'indie electropop', 'post-teen pop', 'viral pop']","[""[Verse 1]\nI used to be nicer\nI was the girl who'd do anything\nTo make everyone like her\nThat shit makes you tired\nI used to say sorry\nIt wasn't worth all the arguing\nI'd let somebody rob me\nAnd then I'd buy 'em a coffee\n\n[Chorus 1]\nLook at all the time and energy I wasted\nFeels like overnight I forgot how to fake it\n\n[Verse 2]\nI used to be sweeter\nBiting my tongue when I disagreed\nLike if I was meaner\nThe people I love would see me differently\n\n[Chorus 2]\nLook at all the time and energy I wasted\nFeels like overnight I forgot how to fake it\nIf it's on my mind now I don't try and change it\nCause look at all the time and energy I wasted\n\nLook at all the time and energy I wasted\nFeels like overnight I forgot how to fake it\nIf it's on my mind now I don't try and change it\nCause look at all the time and energy I wasted""]",47.0,2021-09-21,used nicer girl who'd anything make everyone like shit makes tired used say sorry worth arguing i'd let somebody rob i'd buy 'em coffee [chorus 1] look time energy wasted feels like overnight forgot fake used sweeter biting tongue disagreed like meaner people love would see differently [chorus 2] look time energy wasted feels like overnight forgot fake mind try change cause look time energy wasted look time energy wasted feels like overnight forgot fake mind try change cause look time energy wasted,"[174, 1742, 1824, 4066]"
